indicator_code,indicator_name,last_published,days_since,status
CCO_1,Poverty headcount ratio at $1.25 a day (PPP) (% of population),2013-07-17,4814,ok
CC_5,Climate change attributable deaths ('000) in children under 5 years,2013-06-11,4850,ok
GDO_q15x1,Inclusion of dementia training and education for non-health workers,2021-06-25,1914,ok
GDO_q15x2_1,Existence of dementia training for volunteers,2021-06-25,1914,ok
GDO_q15x2_6,Existence of dementia training for school children,2021-06-25,1914,ok
GDO_q15x2_4,Existence of dementia training for legal professionals,2021-06-25,1914,ok
GDO_q17x2,Dementia integrated into other national research plan/programme,2021-06-25,1914,ok
CC_6,Climate change  attributable deaths per 100'000 children under 5 years,2013-06-11,4850,ok
GDO_q16x1x2_1,Electronic availability of data sources used to routinely monitor people with dementia,2017-12-08,3209,ok
GDO_q16x2_1,Availability of routine hospital admissions records for people with dementia for monitoring purposes,2021-06-25,1914,ok
GDO_q16x2_4,Availability of routine pharmaceutical records for people with dementia for monitoring purposes,2021-06-25,1914,ok
GDO_q16x2_2,Availability of routine outpatient visit records for people with dementia for monitoring purposes,2021-06-25,1914,ok
M_Est_cig_curr_crude,"Current cigarette smoking, crude adjusted",,,empty
CHOLERA_0000000002,Number of reported deaths from cholera,2017-09-01,3307,ok
M_Est_cig_daily,Estimate of daily cigarette smoking prevalence (%),,,empty
GDO_q17x2x1_3,Identification of other research plans in which dementia is integrated (Neuro or neurodegenerative disease),2021-06-25,1914,ok
cci,Composite coverage index (%),,,empty
GDO_q18x2x3_3,"Total expenditure on dementia implementation research (local currency, self-report)",2021-06-25,1914,ok
CC_7,Climate change attributable DALYs ('000) in children under 5 years,2013-06-11,4850,ok
GDO_q19x3x1_1,Number of investigational pharmaceutical trials for dementia,2021-06-25,1914,ok
GDO_q19x2,Number of people with dementia involved in research routinely monitored,2021-06-25,1914,ok
CCO_3,Gender inequality index rank,2016-06-29,3736,ok
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2026-08-04,48,ok
MALARIA004,Number of under-five deaths from malaria,,,empty
csection5,Births by caesarean section (in the five years preceding the survey) (%),,,empty
DEVICES03,Total density per 100 000 population: District/rural hospitals,2016-01-28,3889,ok
CM_03,Number of neonatal deaths,2026-08-05,47,ok
DEVICES09,Total density per million population: Computed tomography units,2023-06-19,1190,ok
DEVICES08,Total density per million population: Magnetic Resonance Imaging,2023-06-19,1190,ok
M_smkless_age_range_youth,Youth survey age range - smokeless,,,empty
DEVICES04,Total density per 100 000 population: Provincial hospitals,2016-01-28,3889,ok
M_smkless_svy_national_youth,Representativeness of survey of youth - smokeless,,,empty
M_survey_title_adult,Name of survey of adults,,,empty
M_svy_national_youth,Representativeness of youth survey,,,empty
M_svy_yr_adult,Year of latest adult prevalence survey,,,empty
MDG_0000000018,Deaths due to tuberculosis among HIV-positive people (per 100 000 population),,,empty
csection,Births by caesarean section (in the two or three years preceding the survey) (%),,,empty
MDG_0000000005,Contraceptive prevalence (%),,,empty
MDG_0000000019,Prevalence of HIV among adults aged >=15 years (per 100 000 population),,,empty
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2025-11-11,314,ok
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%) (WUENIC),2026-07-14,69,ok
MDG_0000000011,Median consumer price ratio of selected generic medicines - Public,2015-06-12,4119,ok
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2026-08-05,47,ok
MDG_0000000006_AGE1519,"Unmet need for family planning, among girls aged 15-19 (%)",,,empty
cpmt,Contraceptive prevalence - modern and traditional methods (%),,,empty
MALARIA003,Estimated number of malaria deaths,,,empty
DEVICES00,Total density per 100 000 population: Hospitals,2016-01-28,3889,ok
CCO_2,Human development index rank,2016-04-14,3812,ok
DEVICES05,Total density per 100 000 population: Specialized hospitals,2016-01-28,3889,ok
MDG_0000000016,Deaths due to malaria (per 100 000 population),,,empty
MDG_0000000014,Children aged <5 years with fever who received treatment with any antimalarial (%),,,empty
MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),,,empty
DEVICES15,Health technology (medical device) national policy,2022-12-12,1379,ok
DEVICES07,Types of lists recommending health technology for high burden diseases,2016-03-01,3856,ok
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),2026-07-31,52,ok
DEVICES23,Total density per million females aged from 50 to 69 years old: Mammography units,2023-06-19,1190,ok
MDG_0000000030,Smear-positive tuberculosis case-detection rate (%),2013-06-11,4850,ok
CHOLERA_0000000001,Number of reported cases of cholera,2017-09-01,3307,ok
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2026-08-05,47,ok
CM_01,Number of under-five deaths,2026-08-05,47,ok
AMRGLASS_QA05,Types of AST standards followed by countries,,,empty
GDO_q12x2x1x1_4NGO,Majority provider of information on legal rights for dementia carers (NGO),2021-06-25,1914,ok
GDO_q12x2x1x1_5NGO,Majority provider of information on financial benefits/social protection for dementia carers (NGO),2021-06-25,1914,ok
AMRGLASS_SURVL01,Number of national surveillance sites in each country providing data to GLASS: hospital category,,,empty
CM_02,Number of infant deaths,2026-08-04,48,ok
GDO_q12x2x5x3,Estimated number of dementia carers receiving financial benefits/social protection,2021-06-25,1914,ok
AMRGLASS_COORD02,Establishment of National Coordination Centre (NCC),,,empty
GDO_q13x3x1,Implementation level [national/subnational] of dementia risk reduction campaign,2021-06-25,1914,ok
AMRGLASS_COORD04,Establishment of national reference laboratory (NRL),,,empty
AMRGLASS_QA04,GLASS pathogens testing covered by EQA,,,empty
AMRGLASS_QA01,EQA provided to the national reference laboratory (NRL),,,empty
LEAD_6,Lead attributable DALYs ('000),2013-06-11,4850,ok
ITU_IDI,ICT Development Index (IDI),2013-11-21,4687,ok
ITU_ICT_2,Mobile-cellular telephone subscriptions per 100 inhabitants,2014-01-07,4640,ok
ITU_ICT_1,Percentage of individuals using the Internet,2013-11-21,4687,ok
BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2025-10-29,327,ok
Camp_aud_research,Formative research was conducted,2023-11-01,1055,ok
LEAD_4,Percentage of the adults (15+ years) with blood lead levels above 10ug/dl,2013-06-11,4850,ok
LEAD_9,Lead attributable DALYs ('000) in children under 5 years,2013-06-11,4850,ok
GDO_q18x2x3_1,"Total expenditure on dementia basic research (local currency, self-report)",2021-06-25,1914,ok
GDO_q17x2x1_4,Identification of other research plans in which dementia is integrated (NCD),2021-06-25,1914,ok
GDO_q18x2x3_2,"Total expenditure on dementia clinical/translational research (local currency, self-report)",2021-06-25,1914,ok
GDO_q1x1x1,"Inclusion of dementia in a branch of government [health, ageing, social services, mental health, noncommunicable disease]",2021-06-25,1914,ok
LEPTO_YLL100K,Years of life lost (YLLs)  (per 100 000 population) due to leptospirosis,,,empty
GDO_q17x2x1_1,Identification of other research plans in which dementia is integrated (Mental health),2021-06-25,1914,ok
E1_compliance,Compliance of ban on advertising on national TV and radio,2015-08-20,4050,ok
GDO_q17x1x1,Implementation level [national/subnational] of dementia research plan/programme,2021-06-25,1914,ok
GDO_q17x2x1_2,Identification of other research plans in which dementia is integrated (Ageing),2021-06-25,1914,ok
GDO_q1x1,Inclusion of dementia in ministry portfolio,2021-06-25,1914,ok
GDO_q18x2,Availability of funding for dementia-specific research plan/programme,2021-06-25,1914,ok
DEVICES11,Total density per million population: Gamma camera or Nuclear medicine,2023-06-19,1190,ok
DEVICES12,Total density per million population: Linear Accelerator,2016-01-28,3889,ok
DEVICES17,Procurement of medical devices carried out at the national level,2022-12-12,1379,ok
DEVICES16,Unit in the Ministry of Health responsible for the management of medical devices,2022-12-12,1379,ok
MDG_0000000032,Maternal mortality ratio (per 100 000 live births) - Country reported estimates,2013-06-11,4850,ok
MALARIA005,Malaria incidence per 100 000 population,,,empty
MDG_0000000003,Adolescent birth rate (per 1000 women),2026-04-02,172,ok
MDG_0000000005_AGE1519,"Contraceptive prevalence, among girls aged 15-19 (%)",,,empty
MDG_0000000021,Population aged 15-24 years with comprehensive correct knowledge of HIV/AIDS (%),,,empty
GDO_q15x2_7,Existence of dementia training for financial service staff,2021-06-25,1914,ok
MDG_0000000027,Children aged <5 years stunted (%),,,empty
MDG_0000000025_AGE1519,"Births attended by skilled health personnel, among girls aged 15-19 (%)",,,empty
MDG_0000000015,Prevalence of condom use by adults during higher-risk sex (15-49) (%),2015-06-10,4121,ok
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),2014-01-17,4630,ok
M_smkless_prev_adult,Adult smokeless tobacco use indicator rate,,,empty
GDO_q14x2_1,Existence of dementia-friendly initiative to improve accessibility of public spaces,2021-06-25,1914,ok
GDO_q15x2_8,Existence of dementia training for retail and hospitality staff,2021-06-25,1914,ok
M_def_1_prev_youth,Youth indicator 1 rate,,,empty
M_smkless_prev_youth,Youth smokeless tobacco use indicator rate,,,empty
LIFE_0000000035,ex - expectation of life at age x,2024-09-09,742,ok
M_def_1_text_adult,Adult indicator 1 definition,,,empty
M_def_2_text_adult,Adult indicator 2 definition,,,empty
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),2026-01-15,249,ok
M_def_2_text_youth,Youth indicator 2 definition,,,empty
M_def_2_prev_youth,Youth indicator 2 rate,,,empty
LIFE_0000000034,Tx - person-years lived above age x,2024-09-09,742,ok
NTD_TSOL1,Status of endemicity of Taenia solium,2022-03-31,1635,ok
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2024-09-09,742,ok
M_smkless_survey_title_adult,Name of survey of adults - smokeless,,,empty
NTD_LEPR5,Number of new G2D leprosy cases,2026-09-14,7,ok
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,2025-10-07,349,ok
GDO_q2x1x2,Availability of funding for dementia national plan,2021-06-25,1914,ok
GDO_q2x1,Existence of dementia national plan,2021-06-25,1914,ok
GDO_q35,Estimated population-based prevalence of depression,2018-02-27,3128,ok
M_svy_age_youth,Youth survey age range,,,empty
GDO_q2x2x1_other,Identification of other plans in which dementia is integrated (Other),2021-06-25,1914,ok
M_svy_yr_youth,Year of survey of youth,,,empty
MALARIA001,Malaria - number of reported deaths,,,empty
Camp_mat_tested,Campaign was pre-tested,2023-11-01,1055,ok
GDO_q2x4_5,Inclusion of universal health coverage as a guiding principle of the dementia plan,2021-06-25,1914,ok
GDO_q2x4_4,Inclusion of multisectoral collaboration as a guiding principles of the dementia plan,2021-06-25,1914,ok
Camp_gov_prog,Campaign was part of a comprehensive tobacco control programme,2023-11-01,1055,ok
GDO_q2x5_3,"Inclusion of dementia diagnosis, care and support as a specific action of the dementia plan",2021-06-25,1914,ok
GDO_q2x5_1,Inclusion of dementia-friendly communities as a specific action of the dementia plan,2021-06-25,1914,ok
GDO_q2x5_6,Inclusion of improved information system as a specific action of the dementia plan,2021-06-25,1914,ok
GDO_q3x1,Existence of dementia legislation,2021-06-25,1914,ok
MDG_0000000024,Tuberculosis treatment success under DOTS (%),,,empty
GDO_q3x4_1,Existence of legislation for advanced care directives for people with dementia,2021-06-25,1914,ok
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2025-04-10,529,ok
MDG_0000000033,Antiretroviral therapy coverage among people with HIV infection eligible for ART according to 2010 guidelines (%),2014-02-11,4605,ok
GDO_q20,Total number of published dementia research output,2017-12-07,3210,ok
GDO_Q2x2x1_MENTAL,Identification of other plans in which dementia is integrated (Mental health),2021-06-25,1914,ok
GDO_q4x1x2,Existence of approved government dementia standards/ guidelines/ protocols,2021-06-25,1914,ok
GDO_q2x1x3,Targets for monitoring implementation of dementia national plan,2021-06-25,1914,ok
GDO_Q2x2x1_AGE,Identification of other plans in which dementia is integrated (Ageing),2021-06-25,1914,ok
GDO_q4x3x4_3,Existence of standards/ guidelines/ protocols of care in nursing & residential care facilities for people with dementia,2021-06-25,1914,ok
GDO_q4x2_3,Existence of standards/ guidelines/ protocols for management of dementia,2021-06-25,1914,ok
GDO_Q2x2x1_NCD,Identification of other plans in which dementia is integrated (NCD),2021-06-25,1914,ok
GDO_q2x3x1_1,Percentage of sub-national regions covered by dementia plan,2021-06-25,1914,ok
GDO_q2x3,Existence of dementia sub-national plan(s),2021-06-25,1914,ok
GDO_q2x5_7,Inclusion of research and innovation as a specific action of the dementia plan,2021-06-25,1914,ok
GDO_q5x1x1_1,Identification of different sectors in dementia care coordination  (Health),2021-06-25,1914,ok
GDO_q5x1x1_4,Identification of different sectors in dementia care coordination (Employment),2021-06-25,1914,ok
GDO_q3x4_3,Existence of legislation to end discrimination against carers of people with dementia,2021-06-25,1914,ok
GDO_q3x2,Existence of other laws that apply to the rights of people with dementia,2021-06-25,1914,ok
GDO_q5x1x1_8,Identification of different sectors in dementia care coordination (Private sector),2021-06-25,1914,ok
GDO_q4x2_1,Existence of standards/ guidelines/ protocols for prevention and risk reduction of dementia,2021-06-25,1914,ok
GDO_q3x3a_1,Existence of legislation for supported decision making for people with dementia,2021-06-25,1914,ok
GDO_q4x2_5,Existence of standards/ guidelines/ protocols for treatment and support of carers and families of people with dementia,2021-06-25,1914,ok
GDO_q3x3a_3,Existence of legislation to promote community-based services for people with dementia,2021-06-25,1914,ok
