indicator_code,indicator_name,last_published,days_since,status
SA_0000001798,"Licenses issued for retail sale, change since 2010",2018-09-04,2939,ok
SA_0000001801,Monopoly on imports of alcoholic beverages,2026-07-06,77,ok
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,,,empty
SA_0000001803,Health warning labels on pregnancy,2026-07-06,77,ok
SA_0000001800,Monopoly on exports of alcoholic beverages,2026-07-06,77,ok
SA_0000001805,Health warning labels on drink-driving,2026-07-06,77,ok
SA_0000001812,Report with data from health services on alcohol use and AUDs,2018-09-05,2938,ok
SA_0000001808,"Alcohol-attributable fractions (15+), cancer deaths",2024-08-14,768,ok
SA_0000001809,National system of epidemiological data collection for alcohol use,2018-09-05,2938,ok
SA_0000001822_ARCHIVED,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",2020-05-27,2308,ok
SA_0000001807,"Cancer, age-standardized death rates (15+), per 100,000 population",2024-08-13,769,ok
SA_0000001813,National organization for monitoring alcohol,2018-09-05,2938,ok
SA_0000001820,"Heavy episodic drinking (youth 15 -19 years), drinkers only, past 30 days (%)",2025-06-03,475,ok
TB_tot_newrel,Tuberculosis - new and relapse cases,2013-06-11,4850,ok
TB_ret_rel_ep,Relapse cases: extrapulmonary,,,empty
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),2013-10-07,4732,ok
TB_treatment_coverage,xxx,,,empty
TOBACCO_0000000211,Fines on the patron,,,empty
WHS3_47,Meningitis - number of reported cases,,,empty
SA_0000001817,Tax incentives for production of other alcoholic beverages,2024-06-19,824,ok
WHS2_138,Deaths due to HIV/AIDS (per 100 000 population),2014-04-09,4548,ok
SA_0000001816,Tax incentives for production low/no alcohol content beer,2018-09-04,2939,ok
SA_0000001547_ARCHIVED,Excise duty (average) per hectolitre in Euros,2018-09-27,2916,ok
SA_0000001814,Taxation of ethanol production,2018-09-04,2939,ok
SA_0000001541_ARCHIVED,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),2018-09-27,2916,ok
SA_0000001542_ARCHIVED,Government monopoly on production,2018-09-27,2916,ok
SA_0000001771,Comprehensive and regular reporting of alcohol situation,2014-09-02,4402,ok
SA_0000001543,Government monopoly on retail sales,2026-07-06,77,ok
SA_0000001544_ARCHIVED,Licence required for production,2018-09-27,2916,ok
SA_0000001772_ARCHIVED,Clinical guidelines for brief interventions,2018-09-27,2916,ok
SA_0000001549,Duty paid or excise stamp on alcohol container,2026-07-06,77,ok
SA_0000001553_ARCHIVED,Restrictions on alcohol use in public places,2018-09-27,2916,ok
SA_0000001550,Excise tax on alcoholic beverages,2026-07-06,77,ok
SA_0000001772,Clinical guidelines for brief interventions,2014-09-02,4402,ok
SA_0000001768,Standard drink defined,2026-07-07,76,ok
SA_0000001770,Regular reports from national monitoring systems,2014-09-02,4402,ok
SA_0000001773,National surveys on adult alcohol consumption,2018-09-05,2938,ok
SA_0000001775,National surveys on heavy espisodic drinking,2014-09-02,4402,ok
SA_0000001777,Data collected on harm from alcohol at workplace,2014-09-02,4402,ok
SA_0000001782,"15-years old first drink at 13 years or younger, (%)",2018-10-25,2888,ok
WHS3_40,Cholera - number of reported cases,,,empty
SA_0000001781_ARCHIVED,"15-years old any alcoholic beverage consumed in past 12 months, (%)",2018-09-27,2916,ok
SA_0000001777_ARCHIVED,Data collected on harm from alcohol at workplace,2018-09-27,2916,ok
SA_0000001786,"13-15-years old any alcoholic beverage consumed in past 30 days, (%)",2018-10-25,2888,ok
SA_0000001784,"15-years old, any alcoholic beverage consumed at least once a week, (%)",2018-10-25,2888,ok
SA_0000001795,Licensing required for imports of alcoholic beverages,2026-07-06,77,ok
WHS3_46,Total tetanus - number of reported cases,2026-07-14,69,ok
SA_0000001786_ARCHIVED,"13-15-years old any alcoholic beverage consumed in past 30 days, (%)",2018-09-27,2916,ok
WHS3_52,Plague - number of reported cases,,,empty
WHS3_43,Pertussis - number of reported cases,2026-07-14,69,ok
SA_0000001790,National drinking guidelines,2026-07-07,76,ok
SA_0000001791,Graduated licensing,2026-07-06,77,ok
SA_0000001793,"Penalties for drink driving, repeated offense",2026-07-06,77,ok
WHS4_100,Diphtheria tetanus toxoid and pertussis third-dose  (DTP3) immunization coverage among 1-year-olds (%) (WUENIC),2026-07-14,69,ok
WHS4_106,Care-seeking for children with symptoms of acute respiratory infection (%),2026-02-11,222,ok
WHS4_111,Antenatal care coverage - at least one visit (%),2015-05-08,4154,ok
SA_0000001797,"Licenses issued for production, change since 2010",2018-09-04,2939,ok
SA_0000001677,Imports in 1000s hectolitres,2013-06-11,4850,ok
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,2026-07-06,77,ok
SA_0000001652,"Interventions, projects, training",2013-06-11,4850,ok
SA_0000001650_ARCHIVED,"Standard drink measures, in grams per unit",2018-09-27,2916,ok
SA_0000001653,"Treatment, services",2013-06-11,4850,ok
SA_0000001655,Counselling,2013-06-11,4850,ok
WHS3_51,H5N1 influenza - number of reported cases,,,empty
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,2013-06-11,4850,ok
WHS3_55,Congenital Rubella Syndrome - number of reported cases,2026-07-14,69,ok
WHS4_111_AGE1519,"Antenatal care coverage - at least one visit, among girls aged 15-19 (%)",,,empty
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%) (WUENIC),2026-07-14,69,ok
WHS4_99,Antiretroviral therapy coverage among HIV-infected pregnant women for PMTCT (%),,,empty
WHS4_544,Polio vaccine: inactivated second or third-dose polio vaccine (IPVc) immunization coverage by the locally recommended age (%) (WUENIC),2026-07-14,69,ok
WHS6_100,Radiotherapy units (per 1 000 000 population),,,empty
WHS6_148,Nursing and midwifery personnel density (per 10 000 population),,,empty
WHS6_102,Hospital beds (per 10 000 population),2025-09-30,356,ok
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,,,empty
TOBACCO_0000000344,Prevalence of current tobacco use among adolescents aged 13-15 years,,,empty
TOBACCO_0000000346,Exposure to smoke at home,,,empty
TOBACCO_0000000347,Exposure to smoke outside home,,,empty
TOBACCO_0000000362,Smoking cessation support is available in hospitals,,,empty
TOBACCO_0000000371,Varenicline - legally sold,,,empty
TOBACCO_0000000365,Smoking cessation support is available in the community,,,empty
TOBACCO_0000000389,Number of health warnings approved by the law for other smoked tobacco packaging,,,empty
TOBACCO_0000000390,Health warnings on other smoked tobacco packaging must be rotated,,,empty
SA_0000001819,Heavy episodic drinking (youth 15 -19 years) past 30 days (%),2025-05-23,486,ok
SA_0000001821,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",2026-07-06,77,ok
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,,,empty
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,,,empty
WHS2_174,Distribution of years of life lost by broader causes (%) - Injuries,,,empty
WHS3_50,Yellow fever - number of reported cases,2026-07-14,69,ok
WHS4_115,Births by caesarean section (%),2018-04-09,3087,ok
WHS3_48,Malaria - number of reported confirmed cases,,,empty
WHS3_41,Diphtheria - number of reported cases,2026-07-14,69,ok
WHS3_54,Number of reported cases of tuberculosis (DOTS),,,empty
WHS3_56,Neonatal tetanus - number of reported cases,2026-07-14,69,ok
WHS3_57,Rubella - number of reported cases,2026-07-14,69,ok
WHS4_108,Children aged <5 years with ARI symptoms who took antibiotic treatment (%),,,empty
WHS3_62,Measles - number of reported cases,2026-07-14,69,ok
TOBACCO_0000000210,Fines on the establishment,,,empty
TOBACCO_0000000342,Daily users of any smokeless tobacco product (crude rate),,,empty
WHS6_127,Number of nursing and midwifery personnel,,,empty
TOBACCO_0000000363,Smoking cessation support is available in health clinics or other primary care facilities,,,empty
TOBACCO_0000000345,Current smokers of cigarettes (youth rate),,,empty
TOBACCO_0000000369,Bupropion - legally sold,,,empty
WHS4_543,BCG immunization coverage among 1-year-olds (%) (WUENIC),2026-07-14,69,ok
SA_0000001823,"Alcohol, tourist consumption (in litres of pure alcohol), three-year average",2026-07-06,77,ok
WHS9_88,Population median age (years),,,empty
WHS6_123,Number of dentistry personnel,,,empty
WHS9_CS,Cellular subscribers (per 100 population),,,empty
TOBACCO_0000000372,Varenicline - place available,,,empty
TOBACCO_0000000391,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,,,empty
SDGCODCOMPLETENESS,Completeness of cause-of-death data (%),2019-03-21,2741,ok
WHS7_105,Per capita total expenditure on health (PPP int. $),,,empty
WHS9_87,Net primary school enrolment ratio (%),,,empty
WHS9_95,Total fertility rate (per woman),,,empty
WHS9_94,Civil registration coverage of causes of deaths (%),,,empty
TOTENV_1,Deaths attributable to the environment,2016-09-29,3644,ok
WSH_1,SDG 3.9.2 WASH deaths,2023-01-20,1340,ok
WSH_10_HYG,Number of diarrhoea deaths from inadequate hygiene,2022-11-07,1414,ok
TOBACCO_0000000393,Health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health,,,empty
WHS4_124,Children aged 6-59 months who received vitamin A supplementation (%),,,empty
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),2023-07-19,1160,ok
WHS6_140,Number of community health workers,,,empty
TOBACCO_0000000505,Year of survey of youth,,,empty
TOTENV_70,Total environment attributable deaths in children under 5 years,,,empty
WHS6_520,Density of environment and public health workers (per 10 000 population),,,empty
TOTENV_6,Disability-adjusted life years (DALYs) attributable to the environment (%),2016-09-29,3644,ok
WHS7_103,Private prepaid plans as a percentage of private expenditure on health,,,empty
WHS6_150,Community health workers density (per 10 000 population),,,empty
WHS7_120,External resources for health as a percentage of total expenditure on health,,,empty
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,,,empty
SA_0000001826,"Regional prevalence, AAFs (15+), road traffic crash deaths (%)",2024-08-13,769,ok
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,,,empty
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",2020-05-16,2319,ok
SA_0000001831,Average price 500 mls Spirits in US$,2018-10-26,2887,ok
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,,,empty
WHS6_517,Number of pharmaceutical personnel,,,empty
SA_0000001828,"Regional prevalence, AAFs ,all-cause deaths (%)",2024-08-13,769,ok
WHS6_518,Number of environment and public health workers,,,empty
WHS6_519,Density of pharmaceutical personnel (per 10 000 population),,,empty
WHS7_143,Total expenditure on health as a percentage of gross domestic product,,,empty
SA_0000001825,"Regional prevalence, AAFs (15+), liver cirrhosis deaths (%)",2024-08-13,769,ok
WHS7_113,General government expenditure on health as a percentage of total government expenditure,,,empty
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),,,empty
SDG_SH_STA_SCIDEN,Number of suicide deaths,,,empty
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2021-02-09,2050,ok
TOBACCO_0000000507,Repeating interval for survey of youth (years),,,empty
TOBACCO_0000000370,Bupropion - place available,,,empty
TOBACCO_0000000386,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,,,empty
SA_0000001683,Perceived trend in exports,2013-06-11,4850,ok
TOBACCO_0000000388,Specific health warnings are mandated for other smoked tobacco packaging,,,empty
TOTENV_10,Total environment  attributable DALYs per 100'000 children under 5 years,2013-06-11,4850,ok
TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed",,,empty
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,2013-06-11,4850,ok
TOBACCO_0000000394,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",,,empty
TB_new_snuoth,TB new snuoth,,,empty
TOBACCO_0000000387,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,,,empty
RSUD_33,Sector for residential long-term rehabilitation of alcohol use disorders,2013-06-11,4850,ok
TB_ret_oth,Retreatment cases: other,2013-10-07,4732,ok
SA_0000001687,Exports of spirits in 1000s hectolitres,2013-06-11,4850,ok
RSUD_330,Main sector for treatment for drug use disorders,2017-09-01,3307,ok
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),2013-10-07,4732,ok
RSUD_34,Sector for inpatient detoxification of drug use disorders,2013-06-11,4850,ok
RSUD_360,Specialized treatment facilities for substance use disorders,2017-09-01,3307,ok
RSUD_37,Sector for substitution maintenance therapy of opioid dependence,2013-06-11,4850,ok
RSUD_35,Sector for inpatient treatment of drug dependence,2013-06-11,4850,ok
WHS10_4,Number of national population surveys - child mortality,,,empty
WHS10_1,Most recent census (year),,,empty
WHS2_161,Age-standardized mortality rate by cause (per 100 000 population) - Cardiovascular,,,empty
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,,,empty
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,,,empty
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,,,empty
SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),2024-03-18,917,ok
SDGIHR,Average of 13 International Health Regulations core capacity scores,2024-05-14,860,ok
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),,,empty
WHS3_49,Poliomyelitis - number of reported cases,2019-09-11,2567,ok
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,,,empty
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,2026-03-01,204,ok
WHS3_53,Mumps - number of reported cases,2026-07-14,69,ok
WHS3_42,Japanese encephalitis - number of reported cases,2026-07-14,69,ok
WHS3_522,Number of reported cases of tuberculosis,,,empty
SDGHEPHBSAGPRV,Hepatitis B surface antigen (HBsAg) prevalence (%),2026-08-04,48,ok
WHS3_45,Number of new leprosy cases,2026-09-14,7,ok
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),2026-07-14,69,ok
SDGODA,"Total net official development assistance to medical research and basic health sectors per capita (constant 2014 US$), by recipient",2017-04-11,3450,ok
SDGSUICIDE,Crude suicide rates (per 100 000 population),2025-11-06,319,ok
SA_0000001806,Legal requirement for size of health warning labels,2024-06-19,824,ok
SA_0000001815,Ethanol tax deducted from excise tax,2018-09-04,2939,ok
SA_0000001811,Report with epidemiological data on lcohol use and AUDs,2018-09-05,2938,ok
SDGODA01,"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country",2025-06-10,468,ok
TOTENV_8,Total environment  attributable deaths per 100'000 children under 5 years,2013-06-11,4850,ok
SE_LSC_RDNG,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading (%),2019-04-09,2722,ok
SDGHIV1524,New HIV infections among adults 15-24 years old (per 1000 uninfected population),,,empty
SDGSHP,Skilled health professionals density (per 10 000 population),2018-02-07,3148,ok
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),2023-01-20,1340,ok
TOBACCO_0000000396,Health warnings on other smoked tobacco packaging must include a photograph or graphic,,,empty
SDGTOBACCO,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,,,empty
SDGODA02,"Official development assistance for medical research and basic health sectors as a percentage of GNI (%), by donor country",,,empty
SDGROADAGE,Age-standardized road traffic  mortality (per 100 000 population),,,empty
TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),2016-03-09,3848,ok
TOBACCO_0000000506,Representativeness of youth survey,,,empty
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),2025-01-10,619,ok
SHS_1,Percentage of children under 15 years exposed to second-hand smoke,2013-06-11,4850,ok
SE_LSC_MATH,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics (%),2019-04-09,2722,ok
SE_PRE_PARTN,Participation rate in organized learning (one year before the official primary entry age) (%),2019-04-09,2722,ok
u5mr,Under-five mortality rate (deaths per 1000 live births),,,empty
SH_STA_FGMS,Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting (FMG/C) (%),2018-05-23,3043,ok
SHS_9,Second-hand smoke  attributable deaths per 100'000 children under 5 years,2013-06-11,4850,ok
SHS_8,Second-hand smoke attributable deaths ('000) in children under 5 years,2013-06-11,4850,ok
SI_POV_EMP1,Employed population below the international poverty line of US$1.90 per day (the working poor) (%),,,empty
SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%),2018-04-09,3087,ok
SUNBEDEXIST,Existence of national regulation,2017-06-16,3384,ok
UHC_AVAILABILITY_SCORE,Primary data availability for UHC Service Coverage Index (SDG 3.8.1) (%),2025-12-05,290,ok
UHC_IHR,Compliance with international health regulations,2017-12-05,3212,ok
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),2016-03-09,3848,ok
SE_PRM_RDNG,Proportion of children at the end of primary achieving at least a minimum proficiency level in reading (%),2019-04-09,2722,ok
UHC_TB_DT,Tuberculosis detection and treatment,,,empty
SE_G23_RDG,Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading (%),2019-04-09,2722,ok
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,2025-12-05,290,ok
SE_PRM_MATH,Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics (%),2019-04-09,2722,ok
TOTENV_12,DALYs attributable to the environment in children under 5 years (%),2013-06-11,4850,ok
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,2016-09-29,3644,ok
TOTENV_7,Total environment attributable deaths ('000) in children under 5 years,2013-06-11,4850,ok
SA_0000001823_ARCHIVED,"Alcohol, tourist consumption (in litres of pure alcohol)",2020-05-27,2308,ok
TOTENV_90,Total environment attributable DALYs  in children under 5 years,,,empty
UHC_HRHSURGEONDENSITY,Surgeons (per 100 000),,,empty
UHC_DATA_AVAIL_CODE,Data availability for UHC index of essential service coverage (ranking),,,empty
SA_0000001818,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption, projections",2024-06-21,822,ok
TOBACCO_0000000364,Smoking cessation support is available in offices of health professionals,,,empty
SA_0000001824,"Alcohol, regional alcohol per capita (15+) consumption (in litres of pure alcohol)",2018-08-24,2950,ok
SA_0000001827,"Regional prevalence, AAFs (15+), cancer",2024-08-13,769,ok
SA_0000001821_ARCHIVED,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI",2020-05-27,2308,ok
TOBACCO_0000000367,Nicotine replacement therapy - legally sold,,,empty
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,2015-10-14,3995,ok
TOBACCO_0000000212,Dedicated funds for enforcement,,,empty
TOBACCO_0000000209,Fines for violations,,,empty
TOBACCO_0000000361,Access to a toll-free quit line,,,empty
TOBACCO_0000000213,Citizen complaints and investigations,,,empty
WHS9_89,Population proportion under 15 (%),,,empty
TOBACCO_0000000366,Smoking cessation support is available in other settings,,,empty
TOBACCO_0000000368,Nicotine replacement therapy - place available,,,empty
UHC_NCD_FPG,Mean fasting plasma glucose,,,empty
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,2025-12-05,290,ok
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",2025-12-05,290,ok
WHS9_85,Literacy rate among adults aged >= 15 years (%),,,empty
WHS9_90,Population living on <$1 (PPP int. $) a day (%),,,empty
WHS9_92,Population proportion over 60 (%),,,empty
WHS9_93,Gross national income per capita (PPP int. $),,,empty
WHS9_96,Population living in urban areas (%),,,empty
WHS4_107,Children aged <5 years with diarrhoea receiving ORT (%),,,empty
WHS4_154,Antenatal care coverage - at least four visits (%),2025-09-26,360,ok
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%) (WUENIC),2026-07-14,69,ok
SP_DYN_MRBF18,Proportion of women aged 20-24 years who were married or in a union by age 18 (%),2018-04-09,3087,ok
WHS5_512,Population using solid fuels (%),2015-06-09,4122,ok
WHS6_101,Median availability of selected generic medicines (%) - Private,2015-06-12,4119,ok
WHS6_144,Dentistry personnel density (per 10 000 population),,,empty
WSH_30_SAN,Number of diarrhoea DALYs from inadequate sanitation,2022-11-07,1414,ok
SHS_2,Percentage of women (15+ years) exposed to second-hand smoke,2013-06-11,4850,ok
SHS_3,Percentage of men (15+ years) exposed to second-hand smoke,2013-06-11,4850,ok
SHS_4,Second-hand smoke attributable deaths,2013-06-11,4850,ok
SHS_6,Second-hand smoke attributable deaths per 100'000 capita,2013-06-11,4850,ok
WHS6_116,Median consumer price ratio of selected generic medicines - Private,2015-06-12,4119,ok
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),,,empty
WHS7_108,Per capita government expenditure on health (PPP int. $),,,empty
SA_0000001829,Average price 500 mls Beer in US$,2018-10-26,2887,ok
SDGPM25,Concentrations of fine particulate matter (PM2.5),2026-05-08,136,ok
SA_0000001830,Average price 750 mls Wine in US$,2018-10-26,2887,ok
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2026-06-15,98,ok
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),,,empty
SDGHIV,New HIV infections (per 1000 uninfected population),2026-07-31,52,ok
SDGCONFLICT,Estimated direct deaths from major conflicts (per 100 000 population),2018-04-29,3067,ok
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),,,empty
SDGMALARIA,Malaria incidence (per 1 000 population at risk),,,empty
SDGOOP,Out-of-pocket expenditure as a percentage of total expenditure on health,,,empty
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,,,empty
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,,,empty
WHS9_86,Population (in thousands) total,,,empty
WSH_2,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2013-06-11,4850,ok
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",2022-11-07,1414,ok
TOBACCO_0000000392,Health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale,,,empty
TOBACCO_0000000395,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,,,empty
SUNBEDEXISTYEAR,Year of national implementation of regulation,2021-06-10,1929,ok
SUNBEDREG_ACCESS,Access restrictions,2021-06-10,1929,ok
SUNBEDREG_INFO,Information requirements,2017-06-26,3374,ok
SUNBEDREG_TRAINING,Training requirements,2021-06-10,1929,ok
VIOLENCE_EXTENTIMP_ALLTYPES,Extent of implementation of  mental health services for victims of all types of violence,2014-11-25,4318,ok
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2025-11-11,314,ok
UV_4,UV radiation attributable deaths per 100'000 capita,2013-06-11,4850,ok
VIOLENCE_CHILD_NEGLECT,Lifetime prevalence of child physical neglect (%),2023-08-10,1138,ok
VIOLENCE_PHYSICAL_FIGHTING,"Physical fighting, past 12 months (%)",,,empty
W_Group,Warning about the dangers of tobacco,2023-10-17,1070,ok
W10_graphic_B,Do the health warnings on other smoked tobacco packaging include a photograph or graphic?,2023-12-14,1012,ok
W10_graphic_C,Do the health warnings on smokeless tobacco packaging include a photograph or graphic?,2023-12-13,1013,ok
W11_outside_pack_C,Do health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale?,2023-12-13,1013,ok
W12_imports_dutyfree_B,Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,2023-12-14,1012,ok
W14_harm_effects_B,Do health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health?,2023-12-14,1012,ok
W13_ind_liability_C,Health warnings on smokeless tobacco packaging do not remove or diminish the liability of the tobacco industry,2023-12-13,1013,ok
SG_DMK_SRCR_FN_ZS,"Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (%)",2024-03-18,917,ok
TOTENV_5,Deaths attributable to the environment (%),2016-09-29,3644,ok
TOTENV_11,Deaths attributable to the environment in children under 5 years (%),2013-06-11,4850,ok
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and le",2026-02-11,222,ok
SUNBEDREG_CONTROL,Restriction and inspection of facilities,2021-06-10,1929,ok
UHC_INDEX_ACTUAL,Index of Essential Service Coverage (Actual),,,empty
SE_G23_MATH,Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics (%),2019-04-09,2722,ok
SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority,,,empty
SG_REG_CENSUS,Proportion of countries that have conducted at least one population and housing census in the last 10 years (%),2020-06-23,2281,ok
SG_REG_CENSUSN,Number of countries that have conducted at least one population and housing census in the last 10 years,,,empty
SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%),2019-08-20,2589,ok
SUNBEDEXISTSUBNATIONAL,Existence of subnational regulation,2017-06-16,3384,ok
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),2025-12-05,290,ok
UHC_TOBACCONO,Prevalence of non-use of tobacco,,,empty
UHC_NCD_NONELEVBP,Prevalence of non-elevated blood pressure (%),,,empty
UNICEF_ORS,Children aged <5 years with diarrhoea receiving ORS (%),2022-08-12,1501,ok
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%) (WUENIC),2026-07-14,69,ok
TOTENV_9,Total environment attributable DALYs ('000) in children under 5 years,2013-06-11,4850,ok
UNICEF_PNCNEWBORN,Proportion of newborns who have postnatal contact with a health provider within 2 days of delivery (%),2019-04-09,2722,ok
WHS9_91,Civil registration coverage of births (%),,,empty
W-MM_Group,Anti-tobacco mass media campaigns,2023-10-17,1070,ok
W16_number_hw_C,How many health warnings are approved by the law for smokeless tobacco packaging?,2023-12-13,1013,ok
W16_number_hw_B,How many health warnings are approved by the law for other smoked tobacco packaging?,2023-12-14,1012,ok
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),2026-01-23,241,ok
WSH_20_HYG,Attributable fraction of diarrhoea to inadequate hygiene,2022-11-02,1419,ok
WSH_20,"Attributable fraction of diarrhoea to inadequate water, sanitation and hygiene",2022-11-03,1418,ok
WSH_SANITATION_OD,Population practising open defecation (%),2026-01-23,241,ok
WSH_20_WAT,Attributable fraction of diarrhoea to inadequate water,2022-11-16,1405,ok
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",2022-11-07,1414,ok
WSH_4,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2013-06-11,4850,ok
stunt3,Stunting prevalence in children aged < 3 years (%),,,empty
SHS_7,Second-hand smoke attributable DALYs per 100'000 capita,2013-06-11,4850,ok
SHS_10,Second-hand smoke attributable DALYs ('000) in children under 5 years,2013-06-11,4850,ok
SHS_11,Second-hand smoke  attributable DALYs per 100'000 children under 5 years,2013-06-11,4850,ok
W19_colours_numbers_B,Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,2023-12-14,1012,ok
SHS_5,Second-hand smoke attributable DALYs ('000),2013-06-11,4850,ok
stunt5,Stunting prevalence in children aged < 5 years (%),,,empty
W18_misleading_terms_C,Ban on deceitful terms on smokeless tobacco packaging,2023-12-13,1013,ok
W19_colours_numbers_C,Smokeless tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,2023-12-13,1013,ok
TB_1,Tuberculosis treatment coverage,2025-11-11,314,ok
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2025-11-11,314,ok
TB_c_mdr_tx,Cases started on MDR-TB treatment,2025-11-11,314,ok
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),2015-10-21,3988,ok
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),2015-10-21,3988,ok
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,,,empty
